ID,Title,Duration,Rating
84352a22-3cbf-4e8c-873b-c6197ee1fc04,The Matrix,136,8,0
ea37b9ec-8690-461b-921f-3704644bb237,Avengers: Infinity War,149,8,0
4fcded64-287b-4338-86ee-668e11a1c3eb,The Shawshank Redemption,142,9,0
180904b4-6824-4a4e-a5f7-bd2cfe74265f,Titanic,195,7,0
34315fbd-159e-4932-a7d0-3103f86fb9c6,Interstellar,169,8,0
b8004b1d-2ca1-4247-b275-084718bdf2ea,Fight Club,139,8,0
0d0c3a2d-e609-41c3-b92a-5ed956a2899a,Forrest Gump,142,8,0
fb82b642-619f-4a5f-8322-e662a1ff43ac,Avengers: Infinity War,149,8,0
f67db5b5-38ca-4210-9ad9-5a9b0859a753,The Lion King,118,8,0
2b7a2aa0-e847-431b-a411-2d0aceb663b9,The Green Mile,189,8,0
521f8a84-b0f0-48f6-aa96-96496b95996a,Schindler's List,195,9,0
921c2f25-38fc-42ec-9de6-0fb000b02d69,Forrest Gump,142,8,0
1aeaadbb-360e-4f1b-b567-9a04f7c09293,The Green Mile,189,8,0
a2c3e1db-fec7-430c-9234-713c4e296668,The Lion King,118,8,0
dd893a77-43e7-45ac-8f5d-c55e01bcb5f6,The Green Mile,189,8,0
77e750cb-ae05-4814-8d02-ebc10d624cc4,Inception,148,8,0
3f72a1b7-80cd-4926-bddb-ca01237d1946,Forrest Gump,142,8,0
71d18b43-62e3-4c96-b450-7dba0c7390c3,The Shawshank Redemption,142,9,0
b66eae04-89b1-49e4-a0c4-2ef9ff3d0a6c,The Shawshank Redemption,142,9,0
0d7e42b3-0181-4b03-b610-e54a62136d49,The Shawshank Redemption,142,9,0
8a48a99d-65f3-4ffb-8766-d20b7006a3a4,Interstellar,169,8,0
8bab3d8e-62df-407c-9dc7-963f2857e16a,Schindler's List,195,9,0
8b345489-dc05-44d6-870b-8725f3f07fdb,Forrest Gump,142,8,0
9993666c-8c66-4179-8e30-daeb415a0fbc,Fight Club,139,8,0
260d89aa-8a84-4849-9119-a5ed80a004b8,The Lion King,118,8,0
cca32ded-3e90-4380-88c8-5618145f7f34,Forrest Gump,142,8,0
559537fd-4bc7-4b89-b7f7-45b4cad50da6,Star Wars: Episode IV,121,8,0
2d480ad6-52c8-42ab-affa-b441379278e6,Avengers: Endgame,181,8,0
8610143e-64ed-4915-9575-6e2b0689b186,The Lion King,118,8,0
3db95cd8-37c2-4c46-8640-46b906b10f64,The Lion King,118,8,0
64f3b384-714c-4cd2-a942-9be06b2f231e,The Dark Knight,152,9,0
ccad0c67-7fb2-453f-ba2a-9623c7a718d2,The Shawshank Redemption,142,9,0
41848273-7c85-4ddc-8635-2aa413d55eaa,The Silence of the Lambs,118,8,0
c6e972b3-0d4b-4623-9a94-ddcf2d088742,The Social Network,120,7,0
7ebfd216-4b08-4af8-b5f2-6e8026fd6a5c,The Shawshank Redemption,142,9,0
9d9fbda6-543e-426c-8a45-218e2985599f,The Dark Knight,152,9,0
a9f7b4bf-68b0-4a6d-8075-468a3acd41fe,The Shawshank Redemption,142,9,0
7c60a68e-ac27-4fdf-8a5c-13b33f6ac918,The Shawshank Redemption,142,9,0
1a703676-4ca0-4b0a-a60b-98ca30074505,Gladiator,155,8,0
a3a0fb1f-0232-43fa-bb16-5093e4d6825c,The Dark Knight,152,9,0
aedc9f49-0317-470d-be90-d72d3171d240,The Godfather,175,9,0
4ffebb1e-c768-4e33-87bb-e9e15c68367d,The Shawshank Redemption,142,9,0
26f1c352-44de-45e0-96a1-7c5de77d848b,Schindler's List,195,9,0
ce0c8b69-359e-4b2c-ae7d-b5809171dfa1,Inception,148,8,0
82246ad8-22f6-4f37-88b1-464ddde1421b,The Matrix,136,8,0
f7f6c558-d419-4989-be72-f3a91fc45501,The Lion King,118,8,0
d58e1516-53ce-4486-aa61-4d9e1f413502,Avengers: Endgame,181,8,0
de574645-66d4-4b41-850c-5aa408f64513,Avengers: Endgame,181,8,0
4dc8ece6-fbf3-44ba-a8f0-835450895934,Star Wars: Episode IV,121,8,0
11c3b7a8-b19e-4b08-8ba8-a9dec8603f95,The Dark Knight,152,9,0
c6f6b14e-044b-4087-9b0e-b634f4ed9d70,Interstellar,169,8,0
1bcdd174-d74b-4969-af59-1b415be5c2b1,Titanic,195,7,0
f22e286e-7832-4aeb-b1c7-b0ebd23e4e0c,The Lion King,118,8,0
4f559701-f3cc-47cb-b8c7-c644b269212f,Joker,122,8,0
8ff84183-08e9-43e7-84b6-f2435b2bebba,Avengers: Endgame,181,8,0
5f8e1a3c-d029-435a-acdf-f9722dcef81f,The Social Network,120,7,0
48cb6652-453a-4b31-a1f2-f8720a924962,Titanic,195,7,0
3e951a66-9f21-4f5a-8ddd-f76417523189,Pulp Fiction,154,8,0
e90fddcf-6ccd-4d91-8a1b-5c16a31e1762,Inception,148,8,0
e90efc7b-5a7a-4a10-8e01-cd779c12d63d,Joker,122,8,0
5907e0eb-6995-4500-822a-e8376a9c0663,The Silence of the Lambs,118,8,0
6556c9d3-6816-4140-b40e-f0eca54511ad,Interstellar,169,8,0
60b8f583-12f2-4941-8d2c-3ad183ab5de9,Schindler's List,195,9,0
49000f5b-7752-474c-a358-be5b8084ede9,Fight Club,139,8,0
f7db15da-3c35-435e-9d30-e8348966f839,The Dark Knight,152,9,0
2fa2aa50-c37e-409a-8730-58fd2db52bbc,Avengers: Endgame,181,8,0
503bf965-cade-4377-83d8-a3f475cf8cd4,Avengers: Endgame,181,8,0
10b60737-ac0c-470a-9f7e-c67867cd8f33,Pulp Fiction,154,8,0
e3dbeb79-0310-44ab-a1f1-945b3fb97e78,Titanic,195,7,0
88dd34f6-3382-4dbd-9998-febfab6ff755,The Matrix,136,8,0
a0fa181a-7a2f-462a-99f1-925143e7c09d,The Social Network,120,7,0
3dbb467d-a72e-4d7c-87f5-04ab645d878e,Schindler's List,195,9,0
9c20c2e0-c7e6-46f7-886b-b3ef50b7c59c,Avengers: Infinity War,149,8,0
58e4f49c-92a6-40aa-a0ec-257e272ee806,Avengers: Endgame,181,8,0
aa1de2da-fcf0-403c-aeb3-554695fdec89,Joker,122,8,0
7c41e468-763e-41ef-b318-63072d11c7b3,The Dark Knight,152,9,0
15ab935e-f71e-433e-8de7-d6391ba68fa0,Gladiator,155,8,0
e3333082-4cbb-4b54-8eff-da12fa9ae8af,Forrest Gump,142,8,0
21ea9e29-fb5f-4358-be0f-0167c6ea3831,The Godfather,175,9,0
763f398b-8176-4db6-8b46-663e1e3700c1,Titanic,195,7,0
a9153992-ffaf-4714-95cd-cb1cad8111b8,Forrest Gump,142,8,0
28c79659-f56e-43dc-adb7-6b99476d743c,The Social Network,120,7,0
c54bc9b9-b716-4a14-aeac-f80d2f3da2db,Avengers: Infinity War,149,8,0
4737a7b6-2102-4066-b0cf-8a6f28376495,Fight Club,139,8,0
a80b80a8-9b73-4c44-85f4-829c36952f59,Fight Club,139,8,0
c514c956-9b37-4577-ba15-97d44f1d6c80,Titanic,195,7,0
f462d8e3-fbf3-44a3-aa6c-1b40905bfd5b,The Dark Knight,152,9,0
c8b170c8-8945-4b03-8d46-b2c68f21f9eb,The Dark Knight,152,9,0
d000788d-0ca0-45cf-aec6-e8ac880a9966,The Green Mile,189,8,0
4ce5d542-db4a-4df8-baef-1d14ab0b4e84,The Lion King,118,8,0
23de8fc6-72a3-45d1-9fd6-7aae392f1a2e,Inception,148,8,0
7fab2530-ed19-4a66-b9aa-61864030d0e6,Avengers: Infinity War,149,8,0
02c7dcb2-b1e3-43ac-b25d-673d631edd00,Forrest Gump,142,8,0
51a0ba26-dcd5-4b5e-808a-03fbd43aaaf2,Interstellar,169,8,0
d7e6c89e-45b1-4aac-b7ad-c9be7d58c154,Fight Club,139,8,0
7f309c2a-6b88-41e6-b38e-c898fccd7b42,The Dark Knight,152,9,0
3137eef3-78a9-471a-bcc9-7b5718f98d2a,Schindler's List,195,9,0
cbeb9320-36e9-4b2b-b734-65262c6b3729,The Shawshank Redemption,142,9,0
c596de85-900a-434c-8c14-d97158503ce9,Titanic,195,7,0
c32c3fdc-1323-4743-8c09-50fda3e66d3d,Star Wars: Episode IV,121,8,0
5f112c00-ab5a-47af-8934-46589342f016,Gladiator,155,8,0
b07b2537-6ccf-4362-9631-ef98a5f0159e,Schindler's List,195,9,0
ac38406d-a3b6-4ec6-922a-e39cec38beef,The Matrix,136,8,0
950283cf-49d6-4ede-902b-27afcf1ee720,The Dark Knight,152,9,0
6914697c-b75c-450d-8ea2-a8c31716bc3c,Inception,148,8,0
cc83f2f5-a02e-4bb8-92c1-f1eab794c514,Gladiator,155,8,0
3e4f1ea0-1da6-4b84-850a-417828002557,Forrest Gump,142,8,0
a9af4a52-07c1-4bf8-8849-27ed8cc63ef4,Titanic,195,7,0
fc49c865-5afb-4753-b3e6-fc2841f35b52,Joker,122,8,0
7098fb72-53ad-41f6-a00e-841bd95ca72f,The Lion King,118,8,0
0582e2a5-a295-40ac-a1f8-ee578eb22653,Avengers: Infinity War,149,8,0
d4fec724-94e7-4896-97ec-e71956e8a43f,Gladiator,155,8,0
7423ff56-fa94-4009-8116-e012c8da2bb4,Interstellar,169,8,0
b1e082ed-3adc-4aa1-ac19-6ca56e8b77f3,The Silence of the Lambs,118,8,0
014991e3-e46e-4a55-bfd6-b1da5a4ede66,Star Wars: Episode IV,121,8,0
686373c1-9cf6-402f-906e-22d819341d67,The Shawshank Redemption,142,9,0
1be9ba1b-cb9c-4db2-bcab-039e95bfa8d4,The Social Network,120,7,0
3e4f6e13-a902-4d12-aca9-79c3825dd9a9,Avengers: Infinity War,149,8,0
08364758-c31d-4d4e-bdcd-d05b6c0b3d25,Fight Club,139,8,0
b7643def-3890-4295-ba56-d8480cb46d10,Fight Club,139,8,0
be022d26-28ed-4624-ac9e-b2ab0b5bd63a,Inception,148,8,0
16d84254-4313-4065-8d7e-6ca469adcde1,The Dark Knight,152,9,0
54ed5fd1-791c-488f-b9a9-2c0e7d894f04,The Matrix,136,8,0
e5c507a3-7785-4279-be43-ab7eae5b0c10,Forrest Gump,142,8,0
3a7e6e80-0b08-4370-b53d-7ead0b239943,Joker,122,8,0
b7d1e656-17af-4c1e-89b9-918f4c74fe5c,Interstellar,169,8,0
d8ea6147-7336-4528-9af5-b02b5ba287a5,Forrest Gump,142,8,0
fb7124c1-38a4-4b0d-84c8-32e5ca60baac,Inception,148,8,0
a8fdf0d3-de19-4d23-abee-5de0d90eaf7a,Avengers: Endgame,181,8,0
2e9eab31-6c0f-4f30-9fdb-b568fcc8da7e,The Dark Knight,152,9,0
e68579c2-3f0e-4952-9f85-f7bdcda880d1,Avengers: Infinity War,149,8,0
aced9758-7f37-4096-8f3e-3dd228f1e0b6,Titanic,195,7,0
983aca9e-637a-4fcd-b4c4-e663f1f7b5ec,The Godfather,175,9,0
7c8d5139-313c-487e-9c20-21db6782be1b,Schindler's List,195,9,0
7bcb8743-43db-4a47-a0c0-edf6ed0c9239,Gladiator,155,8,0
1534e72d-e4b0-424e-ae6c-e7aaecf26b2d,Star Wars: Episode IV,121,8,0
49b49ac5-bcbc-42ad-a4e7-c0de410431b8,Interstellar,169,8,0
baa748ea-7270-4c23-99b5-d9223b31c6cd,The Silence of the Lambs,118,8,0
1aa5f3b5-55e0-4009-a956-608e6cec4212,Pulp Fiction,154,8,0
c1ef9d50-8b25-4448-981c-a5f7aba31001,Schindler's List,195,9,0
321ef571-4303-497e-9c7d-ba47088fa7a8,Avengers: Endgame,181,8,0
5388267d-089a-4bd3-92bd-10024e5fa944,The Shawshank Redemption,142,9,0
7eb00c41-a24d-4d51-a39a-72f7eb9e0fb1,Gladiator,155,8,0
a55f2816-1589-4d0b-8840-33a620da26df,The Green Mile,189,8,0
ca602567-00a2-4d93-81b5-07c451527468,The Godfather,175,9,0
777e5f92-3073-45aa-8ba2-ce5ce70bbd55,Schindler's List,195,9,0
5a9943ae-7d95-4271-8213-3c1a591a6e4c,Star Wars: Episode IV,121,8,0
c8e36583-1053-4598-9033-5575036609c6,The Godfather,175,9,0
0e49f0cc-14d7-4dbc-bf7c-ea349ff6f062,The Green Mile,189,8,0
bf1ed3d9-2131-46cf-801c-3a4bad7c493a,Pulp Fiction,154,8,0
d03603fb-0f8d-4966-b6c0-8b2fb4e41d33,Joker,122,8,0
d88394e1-5564-4fc3-8e1d-85c9a84a1d33,The Shawshank Redemption,142,9,0
901f77e5-7e2f-4941-9914-8aaecaafa0ab,Avengers: Infinity War,149,8,0
4f75ba1f-f225-473a-9985-117547cce5e4,The Shawshank Redemption,142,9,0
9dcdfb0a-6ba6-481e-9ee8-f4fda9fec252,Titanic,195,7,0
1f246bc2-18cb-4be4-b028-ddfda428a341,Star Wars: Episode IV,121,8,0
86963fbf-0851-4207-aa3f-4dffaf527672,Avengers: Infinity War,149,8,0
df610a31-814f-4d62-96d5-2f0f17757b5c,The Matrix,136,8,0
caa41df3-a74a-424a-9ed9-65638dc5533d,Pulp Fiction,154,8,0
6aafdb13-39be-4d47-9684-1f2856669638,The Lion King,118,8,0
05b64e4c-e95c-455a-996d-290d4c0bef66,Star Wars: Episode IV,121,8,0
16a50230-f668-44fa-89b7-3ba0a1f38bd6,Avengers: Endgame,181,8,0
07386af2-ccd5-407b-9a81-4fb0ef13ab9b,Inception,148,8,0
04274260-f7d1-4ff7-ad0d-cb5204aa9cb6,Avengers: Endgame,181,8,0
2a1078c6-c6dc-4280-8baf-385778500b75,Gladiator,155,8,0
2b46152d-7352-4f3e-b2af-14e7220e65ab,Joker,122,8,0
42a8f6ce-9a83-4b23-8790-7349309e813a,The Green Mile,189,8,0
7e8485f2-04b2-49d5-afcd-09a7a0953fe7,The Matrix,136,8,0
718c151a-147b-4483-a68d-1b35fd579206,Pulp Fiction,154,8,0
9782bf69-3e4c-4ae2-bc7f-96a0e3bd056a,Joker,122,8,0
951f6c8e-3ea9-40b3-a8e3-795d357fcb43,Titanic,195,7,0
9f4ca623-1b3c-4bf1-9b13-c1fe249a4339,The Silence of the Lambs,118,8,0
50da899c-b40c-4faf-9976-5334ab23f69c,Avengers: Infinity War,149,8,0
8e031269-bafd-48d4-8d61-fff4fd6226ce,The Matrix,136,8,0
62a84b27-69ff-42fb-82c9-415cf504d09a,Pulp Fiction,154,8,0
27a2e42b-f4a9-4efa-9777-2ca8a7ff35fd,The Matrix,136,8,0
c4f850ed-d088-4256-b89c-352b081452f2,Fight Club,139,8,0
08599f22-b23b-4277-9043-83e9c2a59b5f,The Green Mile,189,8,0
707593de-1b14-4e49-8950-edf70576b583,Pulp Fiction,154,8,0
73f7a340-a3be-448e-ba9a-d86c53bd0f96,Avengers: Endgame,181,8,0
0ff61967-5c89-4023-b673-86887db207b1,The Silence of the Lambs,118,8,0
1d1d46c5-5a64-474e-8ac9-4e06f045baed,The Silence of the Lambs,118,8,0
074c6a20-c3af-4eb3-9055-42f497a6e855,The Matrix,136,8,0
72e0fef5-b0ea-45b4-bb54-036ebbc87944,The Social Network,120,7,0
15d93a85-fe55-491a-ac18-e9dbcc04f27f,The Shawshank Redemption,142,9,0
27570b73-f256-43e9-826e-7b567b476593,The Social Network,120,7,0
b0f6e57d-7a36-483e-8afe-3566452f9418,The Lion King,118,8,0
523b3b74-5005-4587-a596-82a3a08f0fef,Star Wars: Episode IV,121,8,0
01982fd1-b310-4215-94f7-8d4f8a408733,The Godfather,175,9,0
467f645c-d2b8-4ce7-8d0c-a7d1997ccc48,The Dark Knight,152,9,0
7e5be2c2-073b-40b9-a375-43a40b4e937b,Schindler's List,195,9,0
a0c49468-5892-4755-82ef-9382312ee4ce,Forrest Gump,142,8,0
e5ed0798-402c-46fb-bc71-bb9e7d8ce98d,The Matrix,136,8,0
9ddfca02-8b40-492e-889a-b73957a08452,Schindler's List,195,9,0
0a26bf39-def9-4944-b644-d906c8747731,Schindler's List,195,9,0
c6fdcf0f-c98d-4ae4-a5a5-8683f06758f9,Schindler's List,195,9,0
f673434d-50b9-4c33-b468-efbc34936748,Fight Club,139,8,0
bb518f35-5f8b-4116-a2ff-74cc9b9a2f3f,Gladiator,155,8,0
cce0a58a-82ba-4b7a-8769-69615760de54,Joker,122,8,0
e69418f3-b0c8-4e95-ac5e-43e67e18190f,Avengers: Infinity War,149,8,0
027dd848-afd8-4d6b-8250-41654df71ac8,The Godfather,175,9,0
c82dc66d-fb0c-4925-a9e2-94ee3763c610,Star Wars: Episode IV,121,8,0
5006f8b0-7cac-450d-afcf-2e8dc53a1ed8,The Shawshank Redemption,142,9,0
b50687ed-6bdf-49d7-8d29-1ce0b8269ddb,Titanic,195,7,0
d3ceb34a-de3e-4bac-8016-e7ed9997db0b,Fight Club,139,8,0
782f82ec-9060-4d90-a81a-4722f637b1b0,The Green Mile,189,8,0
d567ae31-6c59-44b9-b62f-9b464399a1ae,Star Wars: Episode IV,121,8,0
4cfcd356-048a-4c5f-83b9-d4f9bfa9f285,Fight Club,139,8,0
cb63e1b3-de44-43ed-b079-2a24f64c0d1b,The Matrix,136,8,0
1ce5e8fa-7bcb-4d3d-8455-e6cbaf6b5ab4,The Dark Knight,152,9,0
b8c50a9b-f512-4072-bac6-60f9a6a9d78d,The Social Network,120,7,0
86755d79-021d-45e5-ba7c-116af487b619,Joker,122,8,0
038cde42-a05c-4031-bc0a-ea0f76c7e560,Titanic,195,7,0
c5967091-ccf4-43fa-966c-4bd2dbd0cdb6,The Green Mile,189,8,0
797624cd-0b9e-4a98-9091-031ca7aecc2d,The Matrix,136,8,0
3523e2aa-3055-49d6-a579-6bc4a8461239,The Green Mile,189,8,0
7b94a8da-446b-402a-adf3-ccf5a8b6f94c,The Green Mile,189,8,0
e0473c2f-1a5d-4d07-89ef-34567fea20cc,The Matrix,136,8,0
5d4a8e6b-5abc-4a47-93df-409208624234,The Godfather,175,9,0
8b055899-0840-40f0-92f6-cb731ec6fde7,The Godfather,175,9,0
5ded4532-4764-47b7-89a9-98e0531d02ad,Pulp Fiction,154,8,0
8abb7b0d-4c1a-43cc-962d-6d3bc8c05956,Gladiator,155,8,0
a75f4fb1-38c9-4aef-86a6-8fb2c2fd73c7,Gladiator,155,8,0
32172f70-1982-4a52-ae25-9e74346c4580,Gladiator,155,8,0
afef8037-8e18-4cbe-9103-2ad278489eae,Joker,122,8,0
83fa62b4-0238-4153-8156-a996d746d1d6,The Godfather,175,9,0
0e569190-a3da-4835-b989-2ce7d02d9fe9,Fight Club,139,8,0
68ca8148-e29c-4556-8cb6-bd36510e08f1,Inception,148,8,0
980cdba1-bde8-400c-8009-0cbebffc50d7,Forrest Gump,142,8,0
0bcde1f8-0e92-4832-830b-cc8320ef1906,Schindler's List,195,9,0
9abd39b6-29a6-474c-98a6-e5288a70cc3b,Titanic,195,7,0
afaf2c20-aed6-4612-b7df-67fcc5941c5c,Avengers: Infinity War,149,8,0
bb021695-752f-401a-904d-2e33f86a6500,The Silence of the Lambs,118,8,0
4e17f4dc-4f71-4d36-b7bd-2c074adc01d0,The Dark Knight,152,9,0
05ebb186-6232-4200-984e-762e4756bf26,The Shawshank Redemption,142,9,0
5c17a6b1-7d3c-4672-9d27-18d6fe5b11e2,Avengers: Endgame,181,8,0
fe1fa2a7-413d-407a-ae47-f935c7b97138,Schindler's List,195,9,0
a18b355a-823f-443f-a64e-4e60595078ea,Inception,148,8,0
832516f9-0b3b-47e7-ad03-df0aeff84499,Gladiator,155,8,0
d6dc0871-a100-4153-ab7d-8f2c126ca201,Schindler's List,195,9,0
c5281666-3a2d-42b3-8648-0aea75181ffe,The Dark Knight,152,9,0
a9329acb-8745-4b0a-ac9f-13f910619251,Gladiator,155,8,0
3fa6b782-38b6-447c-ba0c-e3ad0967ec9b,The Social Network,120,7,0
8517b847-dd70-4900-94a6-52379d993ac0,The Godfather,175,9,0
d93bf836-3f2a-4ba9-9246-dce98ac9467f,The Green Mile,189,8,0
ce594846-0be4-4c3a-bfab-1f884d062708,Avengers: Infinity War,149,8,0
5d23496e-69d3-4a45-88af-7abd8cdc824b,Fight Club,139,8,0
81078018-21c2-4632-bc32-f96c8c34a89a,Joker,122,8,0
1fdb8758-2147-413d-83ad-3351c7480358,Avengers: Endgame,181,8,0
ec58a229-d73f-4d05-a16d-9f610062aaa2,Titanic,195,7,0
0716ebf6-87af-4d2e-aad8-4a5034703b41,Star Wars: Episode IV,121,8,0
52e83b83-516f-40ca-a1e7-75fcebe6a079,The Social Network,120,7,0
65ca8da2-ba59-4ef6-8513-82c288bd78c7,Inception,148,8,0
a0ed0e7c-d5a2-47b1-9954-c82212086893,The Silence of the Lambs,118,8,0
c0496552-9a0e-4513-ad02-f0f362d28da2,The Godfather,175,9,0
7b60393f-abcb-4076-a38e-0f79c72ba4ff,Avengers: Endgame,181,8,0
9294587c-801a-4058-aadb-c8421e9c2de5,The Matrix,136,8,0
0b85db24-4a83-426f-8ea1-5b7844cb5fd4,The Silence of the Lambs,118,8,0
949c7386-ad33-4964-b17d-21ef068e0a27,Gladiator,155,8,0
0fa47814-a296-4a85-abd3-414102affb8b,The Shawshank Redemption,142,9,0
31e62bbd-a7d4-49d1-a01e-900fdf6a6d78,Schindler's List,195,9,0
280ce0cb-ea6d-40ac-bc12-e5e845012dc9,The Green Mile,189,8,0
ec9bfba5-214c-4607-bd3c-0ea4c79ac447,Titanic,195,7,0
df59a542-c7b2-453a-a300-d592aa12531d,Star Wars: Episode IV,121,8,0
37f6d15b-c012-4e77-adb5-1212f996beaf,Star Wars: Episode IV,121,8,0
4bc08065-f5ec-4199-aeaf-cdf7c96f2824,The Godfather,175,9,0
0b11d082-f078-4656-a7fe-7fded6d1bb57,Interstellar,169,8,0
6e283177-0fd8-4f89-8f5c-8eaf2d486db1,The Dark Knight,152,9,0
faf86f4d-49e4-43e8-9818-a72a2fc1b6f6,Forrest Gump,142,8,0
fc1765d1-c812-44cd-818f-cd8314c5e370,The Silence of the Lambs,118,8,0
084055fb-77e1-4783-8a53-ff0ee23d246c,Inception,148,8,0
370972fb-6a0b-4c09-a8f4-5b5115d0b5dd,The Dark Knight,152,9,0
58258ef6-85a6-427e-862e-4e76458c2025,The Social Network,120,7,0
d90e7e8e-4b0b-4a02-82cf-aa6b35723794,The Silence of the Lambs,118,8,0
eb8de311-b261-495f-8c39-895f4d1c1b0d,The Social Network,120,7,0
288c0307-cbe3-4ad0-a4c0-6fa4691935d5,The Godfather,175,9,0
f1d912b8-0fcb-4ff8-a338-b77ad997ff60,Star Wars: Episode IV,121,8,0
03ec9d70-1e89-4271-bc40-6926c99d9ff0,Avengers: Endgame,181,8,0
9f9bfa31-e42b-48d9-861f-01398ffa69d0,Schindler's List,195,9,0
5254db78-cd7b-4d4a-b874-320d5336b22e,The Godfather,175,9,0
e4c89bf1-6750-49e0-a2b4-a133037e0e78,The Social Network,120,7,0
13183f48-b255-479b-9dfc-3ea29aaee9e9,Interstellar,169,8,0
7707ab5f-4adc-47df-b881-07934ffcfa02,The Green Mile,189,8,0
216948b5-7411-49fe-b522-cc95909fe0da,Titanic,195,7,0
95764f75-98ff-45e0-9521-48296e74424b,The Matrix,136,8,0
735d7138-4ab9-4eb0-aa6b-612230416fe7,The Green Mile,189,8,0
fa677cb6-ad98-4f51-a519-87c989e3288c,Star Wars: Episode IV,121,8,0
12a9082c-83b1-4ab9-97a9-ecfde0973df5,Gladiator,155,8,0
280463e8-5384-4f2b-88ae-0fe9cbf2dbcf,Avengers: Endgame,181,8,0
7aaba791-3921-4a04-9cc1-d2ef5b9972f7,The Dark Knight,152,9,0
ae724550-6505-4090-9ab1-bf01319ca233,The Silence of the Lambs,118,8,0
81204d66-20e9-469e-b97e-baa0b2019ba9,Inception,148,8,0
24bf9f6e-80d6-4b02-adc3-7cb74f34867e,Titanic,195,7,0
6d426412-aada-4b3e-902a-7184fd56a433,Pulp Fiction,154,8,0
b598429c-09b4-4c56-b134-479bd9d3d27e,Inception,148,8,0
798f8cd0-0097-43b5-b266-8ba1bf19d103,The Dark Knight,152,9,0
1819d68b-4d2e-4fd7-8c05-4ebd04f15b6c,Avengers: Endgame,181,8,0
55d24a55-a2bc-4c86-bf7d-3bb87c13af6c,Fight Club,139,8,0
90be2350-64da-46a9-8dcf-90737b3685d1,Star Wars: Episode IV,121,8,0
b9f5c9f1-a92b-470b-94ab-fa39ecd6bb84,The Shawshank Redemption,142,9,0
6adf0516-d846-46de-a314-47809b5368ac,Star Wars: Episode IV,121,8,0
08099def-8566-47d0-88ad-02e00432cfa0,The Lion King,118,8,0
92b05c89-deb3-47ce-895d-f633be0dee65,Gladiator,155,8,0
88be816a-01a4-4f84-8491-138571ba2869,Pulp Fiction,154,8,0
