ID,Title,Rating,Episodes
7689bcb4-1e3c-43b5-b19a-248b7ea4f6ca,House of the Dragon,8,0,
bf1602b1-7651-4b52-9582-a80c85d32cab,The Last of Us,9,0,
183d510c-b785-4852-a6cf-a5b2935d5e08,The Sopranos,9,0,
012d7b72-835b-4f00-b8ba-08ffd82f8844,Friends,8,0,
dacdbd0f-5fe5-48b1-84fa-746345a741c1,The Boys,8,0,
9659871f-73d1-48cc-8f46-db5fbc074687,The Walking Dead,8,0,
1fb62b4b-7eff-4019-ae5c-cbc080ed93e3,The Simpsons,8,0,
e0012af3-bebc-4d85-86ca-39a9851e4f76,Bojack Horseman,8,0,
e9081419-749c-4b8a-8090-1fc4a1fec9fc,The Sopranos,9,0,
a3975763-0ebf-4d8a-a697-74202f0cfa21,Westworld,8,0,
782c2976-79fb-4d9e-b0be-ebfa9146c048,The Sopranos,9,0,
6e156176-11f0-4199-a1d0-4592f181d9ab,The Big Bang Theory,8,0,
daa4e7c3-b934-4787-8898-6a968006ac03,Friends,8,0,
653e6b6b-6508-4516-88d3-d31b55cd3297,Game of Thrones,9,0,
881be8ec-7551-4e3f-a929-f2bef02912b6,Peaky Blinders,8,0,
a1626a09-3320-479f-857a-da8b296ed34c,The Office,9,0,
f542d43b-6754-4aa2-82d2-877203204e05,The Crown,8,0,
fa2deb04-ad4f-4289-93ea-ef9bdcb2c4b5,The Office,9,0,
126ff588-5630-481a-8be4-92a39d8aafe6,How I Met Your Mother,8,0,
ca1d170a-a4f8-40fa-9222-5e415b1e5577,Westworld,8,0,
1272da0c-8d64-4d3b-8f03-5d122152e892,Peaky Blinders,8,0,
a3e66fe0-0d8d-439b-bd33-0e6be4625815,The Big Bang Theory,8,0,
f357c402-4f63-4b17-94b7-8b2b60a54323,Bojack Horseman,8,0,
45f697d9-6163-4eac-a277-8f4b663ff35b,Westworld,8,0,
c3858e04-b2d2-4247-935f-17282920c465,Westworld,8,0,
3f7c17c9-2bdd-4355-a036-ce739a75bd82,The Sopranos,9,0,
fe2a5c84-ce89-47e5-929b-54e67ef3acb1,The Last of Us,9,0,
7f4e8bf6-4bc7-41f0-8c8b-23d6a6823a8f,Vikings,8,0,
b275260c-a7a9-43a3-b82b-58c6ac9e8013,Vikings,8,0,
ecace575-bb2e-4684-bcdd-af60ec867c83,House of the Dragon,8,0,
2d73b236-88e1-42ee-b51d-e0a92cdb5bfa,Stranger Things,8,0,
ab694f68-aa57-4e1e-906e-03aec53fe75f,Vikings,8,0,
3f4f9941-ed7a-4537-a18d-2bf816faf85a,Breaking Bad,9,0,
69afed08-5535-44d9-86ef-3c3f3c8e22c0,Friends,8,0,
6373dd20-f8b9-4b9c-92e3-837640ab7e08,The Crown,8,0,
b102cc9a-c342-4fbb-ba8b-f20b4e81d7d1,House of the Dragon,8,0,
398b73a4-6a1a-45e5-9435-8affe81f4f80,The Office,9,0,
35b2fae0-26ff-4dc7-8ef5-596fccd01305,The Walking Dead,8,0,
f740f96f-87a4-4351-824b-723f59dc21b0,The Last of Us,9,0,
afe661e0-2262-4854-bf11-32d2bf862052,The Big Bang Theory,8,0,
6c2bf4c1-61d8-42b1-8310-8a93f9a83973,The Simpsons,8,0,
4394129d-e7e3-4858-b764-ec1236b6ed95,The Witcher,8,0,
77d5b966-7934-4516-932f-c270b1ff27b8,The Crown,8,0,
9e69987e-0f31-4c80-89b1-d1d67da9bbaf,Stranger Things,8,0,
4f386253-09d3-4bef-9574-03ca2e5126d8,Stranger Things,8,0,
f05d5513-ad51-4823-bcf8-b97d7fa71352,How I Met Your Mother,8,0,
3f4bb04c-159b-4001-a374-b7950eb49100,The Walking Dead,8,0,
5e4a8ec0-bea7-48be-ba71-d6379dda89ef,The Last of Us,9,0,
39dc8940-9060-4665-9108-f0232c854655,The Witcher,8,0,
9cf93290-197d-42c0-949d-c6f41cb61e11,Game of Thrones,9,0,
d5f9bc37-23eb-4546-8fae-db69836368b4,Bojack Horseman,8,0,
147cfc7f-eafb-48ad-860e-459570a413ce,The Simpsons,8,0,
acb5d627-8c71-41e7-864f-34b7e5149977,The Witcher,8,0,
04d63082-0d3b-4789-89dc-20fd51194a4d,How I Met Your Mother,8,0,
ea126693-df7e-4ff2-b38b-7b160a74dfe3,How I Met Your Mother,8,0,
5df90ead-3d32-48d1-a087-641a50c6b069,The Big Bang Theory,8,0,
d8e96c93-27f3-4949-9ea3-dd03ff687be0,The Crown,8,0,
e647018b-ac71-4c27-8df4-92633e9d55e0,Bojack Horseman,8,0,
5367fd26-337f-4bc5-9a9e-9b28e41d918f,Game of Thrones,9,0,
afb5ab7b-4018-4432-9413-7d4a5ba60da5,Peaky Blinders,8,0,
2d33b1cf-fc6f-48a1-9c6e-77c2ce982e79,Bojack Horseman,8,0,
ea29b1c6-a9b4-432b-8db5-0d55407c976b,The Mandalorian,8,0,
681f36d9-bd4f-465b-82c4-6e1ec2ffe877,Breaking Bad,9,0,
7a5809e0-6295-4dba-9cc2-863790b43cee,Bojack Horseman,8,0,
dd2325bb-c63f-4edf-bc37-a085c134c2ae,The Simpsons,8,0,
622f7e66-a8c8-40cb-b8a8-e6b05572365d,The Sopranos,9,0,
92ed6fb5-404a-4599-90c1-e254887d8a8a,The Sopranos,9,0,
8a1a8306-2cd2-4a67-ab4b-591be9a1656a,Breaking Bad,9,0,
19eb5e16-df3d-4dc2-b889-7ee777582639,How I Met Your Mother,8,0,
30c09c6f-f2df-49af-8afd-abe8f112f8fe,The Last of Us,9,0,
6240a898-a8d6-4012-bbbc-dd14a90649d1,Vikings,8,0,
11cf3796-7784-4a1c-b77e-eaed6e3eea5d,The Office,9,0,
49dae49d-f018-4469-9efe-9baf8e8e310b,Stranger Things,8,0,
3de2beef-8bab-4261-ba3d-531792b4b020,Westworld,8,0,
c72a2eb5-7a1b-4510-8a1f-4156e6577a15,Stranger Things,8,0,
5bdf9f6c-4eb4-4993-b7c1-48132be79e5b,The Mandalorian,8,0,
1e9fd2a7-180f-44bc-8ff8-94d0d78595b8,The Office,9,0,
7bf6c9e0-c1bd-4f09-8ef4-672305c7a48c,How I Met Your Mother,8,0,
72ce0a1c-139b-4207-80f2-d53c867eb42c,The Office,9,0,
754ef0a8-d34d-475a-aadd-d79b08a244bc,Vikings,8,0,
025e4e24-52c5-4b46-9c29-9bd70347a66d,The Simpsons,8,0,
7e9e7648-c3f8-4c59-b28a-d0188ff4ebdc,The Office,9,0,
12eda813-f4f4-4578-8cdd-3921fd45bcca,The Witcher,8,0,
5168dae3-25de-4c34-b443-19ee299d3f11,House of the Dragon,8,0,
3311f5d0-ad28-4374-85f8-ea8171beca6a,Stranger Things,8,0,
5e578c02-433b-4c3c-9188-02a3b834c9af,How I Met Your Mother,8,0,
6b7bfce2-38e3-46c5-ae25-a8c6e28e6fe1,The Big Bang Theory,8,0,
e450321d-ed5c-4219-8886-e54fe00070ad,The Office,9,0,
24e9b083-f53b-480e-b623-a29983f1fc7e,The Witcher,8,0,
6a1fe662-7cfd-4a97-b08b-c4ba0b1715db,The Walking Dead,8,0,
e0c6ce85-57b1-4944-b7f7-f72b28fcdde8,Westworld,8,0,
743a2a74-0dc6-4112-ad64-a3548c695c46,Friends,8,0,
c9ad158a-178b-4b4e-bf5c-9755e87054da,Peaky Blinders,8,0,
8a394d31-bad5-4b1d-884e-0a88cd2948fd,The Sopranos,9,0,
1467e3b3-625d-4a57-9f4a-41c682b40068,The Mandalorian,8,0,
0bf3f906-2f21-4333-835a-59acf841eac8,Vikings,8,0,
2ea3ee52-a126-4153-9c46-cf1a020942cf,The Witcher,8,0,
f4e0142f-077b-4474-9dfe-5a64777adeef,The Crown,8,0,
b93eab42-d877-49ab-8508-b87f78417516,The Simpsons,8,0,
680e44f9-42b5-4164-aa7e-fc260d3819fc,The Walking Dead,8,0,
f9617b59-4cbd-476d-93fa-bdc3ed8b63b5,The Witcher,8,0,
7ef3862f-a7c9-41fd-a204-cc01684910a7,How I Met Your Mother,8,0,
65712e0a-a64d-4b13-91ad-83032074b3d4,Bojack Horseman,8,0,
25a572c9-e262-464c-ac1a-37ca9d6adbdd,The Witcher,8,0,
f025bc7a-a630-46e8-8e92-1683a80d9ea9,The Mandalorian,8,0,
f069f3e5-81c7-4076-9777-a95c3fc5105c,The Sopranos,9,0,
754a0522-c7f4-42c9-88bb-5e26f3838a8d,Game of Thrones,9,0,
e1260880-d641-424c-aba3-710d0457ca80,Breaking Bad,9,0,
b202777d-46bb-49a2-b847-d4bc181a86a5,The Office,9,0,
d9652744-3bc1-4330-9de4-d759370148d6,Vikings,8,0,
ea57c345-08a3-499d-abee-032e9535e762,The Simpsons,8,0,
42f4f660-82fe-4d83-b7d4-ed86730984fe,Game of Thrones,9,0,
58b53f71-d9a2-45e0-9b96-80df876976c5,Stranger Things,8,0,
f72a6482-8e00-4178-809e-7cba912c665a,The Walking Dead,8,0,
44f52f20-656a-42ef-8bcc-9b058ad60025,The Simpsons,8,0,
ac71311e-5fa7-4872-a176-082469daa06e,Game of Thrones,9,0,
b23ba5c4-d94a-4de0-baab-97234bc6ee3b,Stranger Things,8,0,
d956d5ad-f18f-4908-b31f-ad77213d9eed,The Simpsons,8,0,
c4b8e7b2-fa23-4719-ab61-1d3b2895db48,The Walking Dead,8,0,
8f1841c1-8905-45b8-8798-9b592d54f06a,Westworld,8,0,
ec6e3bab-6abd-4f15-8009-975d0bd3f681,The Simpsons,8,0,
d37b7dfa-2d76-40ce-9118-a7677207f2f6,The Simpsons,8,0,
bdaeda95-b72e-4a0c-aa71-4ab19367d870,Vikings,8,0,
0f3b9df1-feee-41cd-be06-ce6f99bd69fe,The Office,9,0,
3d1cba12-c6a2-4356-b73f-f911abc83472,The Last of Us,9,0,
0c3a53ab-516b-4fc8-a2b9-18e91e4c98df,The Walking Dead,8,0,
b4f63993-aabf-4e67-affe-1bc1703b8d37,The Boys,8,0,
4280fe2d-3691-4bd7-9877-8444f71b0da4,How I Met Your Mother,8,0,
ab0e87cb-a3fb-4a3a-a233-1072306f9a8d,The Sopranos,9,0,
5a8a33f1-fd55-43eb-abbf-621be850bb0c,Friends,8,0,
a302f004-7407-492c-989c-8c98b7c296b9,Game of Thrones,9,0,
f0318a14-6830-47c0-8250-9fbd0f2c08ef,The Office,9,0,
7ef5b059-50ee-4fde-bab4-3f00aaafa064,The Witcher,8,0,
360ea3b7-9151-47ae-8bb1-36956d7030ad,Breaking Bad,9,0,
f5285e2b-11c0-4bf1-8452-a42c30e224b5,The Sopranos,9,0,
77441e3e-19a5-4c93-9be0-551c5c3d84da,Game of Thrones,9,0,
ca3703a1-f9d6-4c13-8e8f-705b5c5b903d,The Sopranos,9,0,
c1cdc974-1797-4f91-9b44-2e9289da644c,The Witcher,8,0,
17e956c0-c968-4c86-9e38-edff50eab27f,Vikings,8,0,
d5ea1f60-5fff-4113-8d8e-751ff27a68ef,House of the Dragon,8,0,
f33ddd7d-5b18-4914-b263-b33715091eaf,The Boys,8,0,
39a131fe-b4f6-4674-a34c-d4475a76960b,The Mandalorian,8,0,
ad2851a5-9c3f-4702-aca0-91464f09ccf5,The Crown,8,0,
0d002ae4-1141-4f39-9bd0-5cdc09aafc29,How I Met Your Mother,8,0,
1c640884-5b7d-4dd3-85fa-dd57ce4640a7,Breaking Bad,9,0,
b378a91e-5ca4-406f-aaea-94f0fee3ec1a,Westworld,8,0,
f8b58101-58b1-4d7b-8450-e079f4e9bcc7,Game of Thrones,9,0,
cb9e1bab-f55d-4d8c-8acf-0a7b7957be3d,How I Met Your Mother,8,0,
3ba6a452-47dd-4ad8-9ce4-1a5eedd7b5ac,The Sopranos,9,0,
a421d9c6-4f99-491c-bacd-3e13377ae682,Westworld,8,0,
8b567653-29c7-4462-b306-f8651c860886,The Simpsons,8,0,
e1a85a9b-ec88-4256-9b8d-3dfd4aa5bf53,The Last of Us,9,0,
40afdc7c-0459-4070-8a0a-243dac752547,Bojack Horseman,8,0,
9ac981a4-b1ea-42d7-8bc8-aa2661f1face,The Mandalorian,8,0,
9e6d0bd0-a98b-4908-b120-9eb1bb1ab378,The Last of Us,9,0,
76ebe639-7559-48ad-b8d0-038b63c6b53b,Bojack Horseman,8,0,
1f20eeb8-b1f2-4da5-bcba-94534feb3ebf,The Big Bang Theory,8,0,
47167721-9052-4064-8ec9-b28aeab54f55,Friends,8,0,
16eb924a-3c7b-4d20-bc7d-43da9bbe52be,The Last of Us,9,0,
227f327a-ddf0-4fda-96b2-41643cba4510,The Witcher,8,0,
c82c4394-45e2-499f-84cc-f65253bca246,The Witcher,8,0,
938bf0a4-4a89-43a5-9561-1ab5894685a0,Bojack Horseman,8,0,
4ae66a8b-e22f-4f51-85ed-809f931d813c,The Sopranos,9,0,
c7eb6f56-7c3b-4ae1-8d2b-7b405beaa511,The Crown,8,0,
ef0af55d-ae4a-4de2-a7cc-d33b022e7755,The Crown,8,0,
103326d2-c3fa-4c74-b74f-9134488fad93,Friends,8,0,
9916b11b-79d0-4e62-a1c9-67a8fee3aec1,House of the Dragon,8,0,
0fa3aec5-2110-4476-8795-75c87761dc12,The Office,9,0,
dd0f6ef0-2c4b-49d5-8ebf-53d9658e666a,Bojack Horseman,8,0,
dde6d24a-b36e-49e0-8c39-d3f1e74390bd,The Crown,8,0,
db507feb-fb3c-4b2d-9d01-4581ddf63a09,The Witcher,8,0,
76b8e847-1b38-4f53-8d95-0900deb70c84,Stranger Things,8,0,
8136473d-0ae7-4a57-99a6-f1282de3e823,Breaking Bad,9,0,
60f70665-4a7c-4b4b-914e-90451397da3f,The Simpsons,8,0,
7fafe518-fed3-421f-a0cb-749ce9dc8bf1,The Mandalorian,8,0,
ac148502-3695-48cf-8cf9-6381cd5f32de,Bojack Horseman,8,0,
43b4d153-5950-4291-ade5-0885ef6983f4,The Mandalorian,8,0,
0f4393ad-9b5a-4b2c-be13-69dd8b91fbd6,The Office,9,0,
75fe4e69-b10f-45e9-854d-2c7b76963603,Game of Thrones,9,0,
7e2c2a96-a5ba-44f7-ac55-8b60a2547e60,Peaky Blinders,8,0,
93bf6252-ff9f-41d7-835b-3014ce8d587c,Breaking Bad,9,0,
7221d51a-b788-49cc-9a7c-4818b14998b4,Friends,8,0,
0c5a21bd-fe3c-42de-809b-04c6d2c6f857,Westworld,8,0,
2aae15dc-ce7c-493e-9c57-cc9ee738e80b,House of the Dragon,8,0,
30a0b640-ea5f-4176-999c-507cfdc7a9ba,The Last of Us,9,0,
39e98d6e-f268-469f-8fdb-72a21264cf2a,Stranger Things,8,0,
a75f2c1e-6a0b-4262-9d49-510a9d18e6dc,The Sopranos,9,0,
f51b435d-d55d-432a-9f9d-0482fd7a6835,The Sopranos,9,0,
cca00132-01dd-4e21-9216-1ff914ce3013,Breaking Bad,9,0,
96cdad67-fc66-4430-a4b7-52fe98d568cb,Breaking Bad,9,0,
2e0769c5-542d-4399-a9b9-f3cb5330e9ea,The Last of Us,9,0,
26e277a4-9c13-4577-9a19-940cbb102a6a,The Crown,8,0,
1298d63b-4d02-4a0d-ab9c-91270164e7c4,The Big Bang Theory,8,0,
b900a665-4719-44df-93cf-84b0b883a7e2,Game of Thrones,9,0,
1f62a319-ff0d-43c3-a66b-ffa5f228b0fd,Westworld,8,0,
0dea57fc-3a37-4f65-8c15-7dab5adac192,The Last of Us,9,0,
d4d3c697-f2eb-4c73-aa92-5dbd15c6dcc0,The Sopranos,9,0,
5d3f9a36-7a15-4cc4-beb7-4b4b4a254d53,Stranger Things,8,0,
5f3295f2-df5a-4cb7-ad43-8b985ea1a5fa,The Big Bang Theory,8,0,
b2f1e537-c037-4874-8021-c9fcea693d43,Westworld,8,0,
00b78750-98f4-4f29-a8e2-0381b704d784,Peaky Blinders,8,0,
07253b1a-53b0-4276-a175-4f0d72061c21,The Sopranos,9,0,
9c5cf5ce-27aa-4254-b484-71b41c89a850,The Crown,8,0,
eea88d07-91f1-489b-a3ae-15004878d5fa,The Last of Us,9,0,
67a943ad-b343-467c-b424-e3991bfc6d59,The Last of Us,9,0,
948945d7-5289-43ca-8743-09f01b8a9e78,The Crown,8,0,
caf67fa5-e212-436a-943d-843929739dbc,Bojack Horseman,8,0,
bf65e192-d7a9-48cf-ad1a-fab60f707d08,The Big Bang Theory,8,0,
f7faff43-4df7-48ed-aa93-ba60a37d7044,Game of Thrones,9,0,
7365d7ff-ec43-4555-906e-f6992801bec4,Vikings,8,0,
bf78979f-85e2-49ef-b3be-c57d794a0e98,The Boys,8,0,
63c65cea-3bc5-480a-9acb-e82eac72ef4f,The Simpsons,8,0,
b5fe2408-5912-4718-b5c1-96ada11f15f1,The Sopranos,9,0,
4c4df39a-c0d2-42c8-968b-560e39c114ca,The Office,9,0,
5ae9e46b-7112-4034-a4b0-f6bc1af68743,The Simpsons,8,0,
b2fc4cfe-ff94-4acc-998a-f019bf92f4b0,Friends,8,0,
717fa763-08fa-4fb0-b0ae-7a21f0470543,The Walking Dead,8,0,
a0545232-c0bf-43e9-b5bf-69db6e450fbc,Friends,8,0,
0ce16225-eba5-4687-a9c5-fb3fec03ed4a,Game of Thrones,9,0,
a3e38b76-b975-4df9-a14c-b77fa654194d,The Crown,8,0,
968a5263-7cd2-4349-88a6-706e8a40a3cd,The Office,9,0,
842f74dc-af18-4297-9962-98d9edf1f738,The Sopranos,9,0,
01c88be6-e3f9-4b0c-9b34-1b86aad11369,The Crown,8,0,
faa958d9-dd98-4727-874b-9ff668d6ce80,How I Met Your Mother,8,0,
1ea767ae-d5d2-43dd-931d-77dbc9f047dc,The Simpsons,8,0,
65b079a3-06ed-4d95-a40d-290d107ea19a,The Last of Us,9,0,
c8c440ea-deec-403d-b69d-9d41f2f8f008,Breaking Bad,9,0,
f0e4c298-20bf-432b-b02a-852d8d68ea0b,The Witcher,8,0,
9a070e89-446e-45ac-8e2e-0ce9606a8722,Peaky Blinders,8,0,
7fcb4bd7-40f9-4f86-89d9-74144196b3f8,The Last of Us,9,0,
c501b30e-ba67-4f5f-95b8-4d2c99c3aeb1,Game of Thrones,9,0,
633c276a-ffa4-4d5a-a0f7-69a2df068a72,Westworld,8,0,
ce959695-ab84-4ee2-b658-7e237d79fa7e,Breaking Bad,9,0,
dd3c1b4e-9c5d-4a31-8ef5-dabc3981f580,The Office,9,0,
3f196e16-2a9b-4023-ae0a-204657c0f614,The Witcher,8,0,
68dd9db3-2cff-4ddf-a193-c053e0c1793c,The Mandalorian,8,0,
2cf049a9-0014-410c-be51-ce6508a28c3a,Game of Thrones,9,0,
c2a9b24e-70cf-4309-a949-f2b3b84a811a,Breaking Bad,9,0,
94ef9da2-fb78-453c-9070-8a31013d4bcf,Stranger Things,8,0,
3ca688fc-7f65-4b6e-8b51-5b5369d1d8b1,The Mandalorian,8,0,
d5aa2ad2-aa6d-4028-a964-6c4e56b28a21,Vikings,8,0,
256390de-751c-417f-9618-10e0d807b757,The Walking Dead,8,0,
a7fc1e22-d3dd-4b91-97a6-dd61ed882e82,The Last of Us,9,0,
07df8f13-a301-4054-99b0-d76aa701c5df,Peaky Blinders,8,0,
dc270cf5-1d83-4326-8d4c-f80f8dd18dc1,The Office,9,0,
14d32947-32c8-4838-a151-81e090ca283c,Vikings,8,0,
17341338-3485-465e-b35a-3a0cd4389ac5,The Sopranos,9,0,
ddf56242-dff3-4325-9907-7128fd420f95,House of the Dragon,8,0,
2a7e5dcd-09ca-4a83-826d-f571ea0de30a,Bojack Horseman,8,0,
0b200874-a54c-4b3d-b226-91c78dd91014,The Walking Dead,8,0,
8a9dc0ed-4557-4640-8935-3fc76a67a7ba,The Witcher,8,0,
a8bb5543-6f3f-4a73-8368-a642cec15b73,Westworld,8,0,
fc0e947d-e419-4508-afef-c4efd22c7f18,The Crown,8,0,
ad2f8f64-bc5c-408f-80a7-e8649609588d,Game of Thrones,9,0,
986ec2b0-0407-4716-895a-aba9229e6d3a,How I Met Your Mother,8,0,
a90cff97-4116-4caa-826f-d41cd9aefa39,The Sopranos,9,0,
f3692bc4-1f89-49a2-8fe5-b895efa88323,Bojack Horseman,8,0,
cc9988a1-34ac-475a-a2df-180e9b3d7bd7,The Witcher,8,0,
8897f50c-301f-45ba-8344-a5d875ebc323,Bojack Horseman,8,0,
20a7053a-5ffe-4e0e-8f11-3350b9029eb3,How I Met Your Mother,8,0,
0eb7f179-5003-404b-9a96-6861f52656b6,The Mandalorian,8,0,
86b8ea48-819b-4110-a0e9-f094e84ed89a,The Last of Us,9,0,
0178e379-5dd1-4a83-bb60-a9bc7658c5d8,The Big Bang Theory,8,0,
b2b25dfa-3ce8-4974-8930-bc6e075473f7,Peaky Blinders,8,0,
6e5dc384-1ef4-4b87-afd2-46c5b35e7363,How I Met Your Mother,8,0,
d5783ac3-4816-4885-880e-14f3bc887a1c,Vikings,8,0,
698bc93a-92be-479d-a081-0159b2fe4c21,Stranger Things,8,0,
fcd2a712-3229-43c1-9dc5-50fb16357715,Westworld,8,0,
222ac9b0-0bbd-455d-be80-69f1baf1dd73,Bojack Horseman,8,0,
1a6079ae-9820-44d1-b947-245700cfded7,Stranger Things,8,0,
3687ab02-89ea-4daf-b587-4598957f6fb7,Vikings,8,0,
5a915cbb-e81f-4c4a-9234-7ec15186f845,Breaking Bad,9,0,
1208e996-a5ea-4db1-a4fe-04e031fc9ea5,House of the Dragon,8,0,
74d93647-680b-4c3e-85c6-d4719e663879,The Mandalorian,8,0,
fd2c3cbf-76f3-40de-b5c9-40e571d08c37,Westworld,8,0,
